NO_OF_FRAMES	1276
NO_OF_CAMERAS	10
NO_OF_MARKERS	40
FREQUENCY	72
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2018-08-30, 18:16:39	1348966.65231789
DATA_INCLUDED	3D
MARKER_NAMES	A3	A1	A2	B3	B1	B2	F2	F1	F3	G3	G1	G2	G4	H3	H2	H1	H4	J3	J2	J1	K4	K2	K1	K3	E1	E3	E2	C1	C3	C2	C4	L5	L3	L4	L2	L1	D3	D1	D4	D2
A3 X	A3 Y	A3 Z	A1 X	A1 Y	A1 Z	A2 X	A2 Y	A2 Z	B3 X	B3 Y	B3 Z	B1 X	B1 Y	B1 Z	B2 X	B2 Y	B2 Z	F2 X	F2 Y	F2 Z	F1 X	F1 Y	F1 Z	F3 X	F3 Y	F3 Z	G3 X	G3 Y	G3 Z	G1 X	G1 Y	G1 Z	G2 X	G2 Y	G2 Z	G4 X	G4 Y	G4 Z	H3 X	H3 Y	H3 Z	H2 X	H2 Y	H2 Z	H1 X	H1 Y	H1 Z	H4 X	H4 Y	H4 Z	J3 X	J3 Y	J3 Z	J2 X	J2 Y	J2 Z	J1 X	J1 Y	J1 Z	K4 X	K4 Y	K4 Z	K2 X	K2 Y	K2 Z	K1 X	K1 Y	K1 Z	K3 X	K3 Y	K3 Z	E1 X	E1 Y	E1 Z	E3 X	E3 Y	E3 Z	E2 X	E2 Y	E2 Z	C1 X	C1 Y	C1 Z	C3 X	C3 Y	C3 Z	C2 X	C2 Y	C2 Z	C4 X	C4 Y	C4 Z	L5 X	L5 Y	L5 Z	L3 X	L3 Y	L3 Z	L4 X	L4 Y	L4 Z	L2 X	L2 Y	L2 Z	L1 X	L1 Y	L1 Z	D3 X	D3 Y	D3 Z	D1 X	D1 Y	D1 Z	D4 X	D4 Y	D4 Z	D2 X	D2 Y	D2 Z	
2818.042	758.122	280.205	2903.001	932.182	333.994	0.000	0.000	0.000	2515.004	-13.870	146.185	2592.525	171.907	165.297	2606.488	57.581	165.706	1333.507	149.205	146.470	1403.047	241.715	146.550	1381.832	42.827	145.791	2758.584	333.394	385.423	2690.285	611.306	443.501	2805.546	447.374	417.486	2558.839	301.551	349.312	2267.969	395.850	565.170	2261.591	626.780	585.513	2478.167	616.554	587.488	2481.768	421.974	572.175	1915.972	507.911	615.242	2066.525	637.442	635.217	0.000	0.000	0.000	1868.059	394.807	547.086	1656.639	602.516	596.107	1868.254	620.913	597.622	1656.158	413.324	552.110	1462.944	1053.144	146.543	1459.696	851.924	159.666	1402.051	954.434	155.193	2173.696	986.249	151.164	2033.001	797.513	161.814	2051.313	998.269	155.105	2155.081	783.503	161.172	1380.449	319.228	393.188	1392.706	559.776	395.502	1297.277	425.308	397.606	1327.178	709.248	398.998	1431.131	794.346	398.916	1963.365	-19.800	196.800	2102.788	172.272	189.467	2085.583	-30.500	205.119	1981.216	180.904	179.442
2830.643	751.735	296.501	2919.095	922.138	356.904	0.000	0.000	0.000	2508.159	-9.901	144.116	2590.696	172.807	166.757	2601.422	58.288	163.983	1347.657	141.091	142.487	1415.109	235.303	143.910	1396.752	35.058	145.783	2760.834	326.508	389.180	2698.773	604.635	453.361	2810.519	438.878	423.814	2560.202	299.866	352.811	2272.728	392.894	566.529	2267.032	623.020	594.952	2483.756	611.803	599.987	2486.758	417.821	577.255	1920.976	501.571	615.692	2069.616	631.348	641.077	0.000	0.000	0.000	1876.622	389.308	545.079	1659.590	590.513	595.785	1870.568	614.119	600.506	1662.388	406.876	548.375	1469.535	1049.305	148.183	1468.037	847.528	160.328	1409.774	949.681	157.293	2179.619	986.162	151.173	2040.418	795.852	161.873	2057.445	996.843	152.877	2163.029	783.244	164.176	1388.622	312.573	385.450	1400.175	553.126	391.229	1304.110	417.682	390.426	1334.132	702.314	396.732	1437.867	787.553	399.021	1977.780	-20.035	196.424	2115.315	173.547	191.103	2099.901	-29.547	205.705	1993.116	181.117	179.740
2834.274	748.969	307.748	2921.466	917.945	374.132	0.000	0.000	0.000	2512.762	-11.541	140.038	2594.000	170.867	165.248	2605.734	56.623	158.379	1358.668	134.263	139.960	1425.055	229.600	139.361	1408.832	28.652	145.117	2766.088	323.825	395.848	2704.031	602.424	457.331	2815.986	436.694	429.467	2565.153	296.130	361.276	2275.977	390.243	568.891	2272.556	619.850	601.968	2488.302	606.384	608.651	2490.079	412.876	582.516	1924.400	496.700	614.779	2072.657	627.382	644.479	0.000	0.000	0.000	1882.163	383.953	545.145	1662.448	584.392	589.923	1873.704	609.290	598.011	1667.967	398.247	544.660	1483.951	1047.944	145.814	1480.759	845.570	155.641	1423.745	948.047	149.873	2186.346	984.269	154.992	2049.064	795.117	155.675	2061.958	993.753	150.021	2170.306	782.290	165.832	1396.632	306.433	371.675	1404.401	545.189	383.851	1312.062	412.247	375.883	1337.702	695.220	390.059	1444.224	781.470	394.221	1998.823	-24.722	200.917	2133.737	170.858	199.005	2120.749	-32.153	214.884	2010.253	176.797	182.539
2827.731	749.892	308.905	0.000	0.000	0.000	0.000	0.000	0.000	2525.853	-15.539	131.164	2602.553	167.960	162.906	2617.755	54.835	148.259	1366.873	131.354	143.974	1434.896	225.389	138.454	1415.376	24.959	149.788	2774.456	324.737	403.885	2705.618	603.333	456.976	2821.855	439.941	433.197	2574.062	290.413	373.787	2278.055	387.165	572.294	2277.409	616.729	605.550	2491.666	600.869	613.858	2492.235	406.126	589.099	1923.423	490.896	614.106	2074.240	625.039	643.310	0.000	0.000	0.000	1885.666	379.562	545.273	1669.327	580.536	580.238	1877.256	606.167	591.991	1672.030	393.294	541.221	1500.656	1048.102	145.282	1495.291	845.747	151.388	1439.631	948.717	144.693	2192.476	981.223	156.188	2060.472	790.553	152.701	2068.107	989.065	148.069	2179.030	778.943	167.661	1403.681	303.276	355.148	1414.326	542.829	369.922	1319.327	409.196	358.775	1348.431	692.062	376.347	1452.204	777.833	386.300	2019.162	-31.622	205.722	2150.900	165.954	204.008	2140.352	-37.110	225.460	2028.577	169.659	183.947
2819.156	752.049	296.097	0.000	0.000	0.000	0.000	0.000	0.000	2543.253	-19.009	123.101	2614.615	165.341	160.655	2632.969	53.982	138.482	1372.842	128.371	143.945	1441.344	221.171	135.685	1420.000	21.828	152.826	2784.147	327.906	410.180	2702.709	607.062	453.371	2827.772	445.740	435.244	2585.140	285.097	384.534	2279.101	381.959	575.117	2282.153	611.928	606.388	2494.964	592.867	616.955	2493.655	397.899	593.528	1925.843	487.302	610.346	2075.928	622.447	638.131	0.000	0.000	0.000	1884.022	375.247	547.747	0.000	0.000	0.000	1886.215	604.421	583.583	1671.037	398.293	539.153	1513.080	1050.582	149.481	1505.078	848.206	148.774	1450.200	951.826	146.219	2198.964	977.667	157.641	2067.470	787.050	152.099	2074.104	984.211	144.657	2189.137	775.655	173.524	1409.011	303.536	344.973	1421.210	543.091	357.885	1325.503	409.948	346.750	1356.262	692.948	362.072	1460.524	778.009	372.916	2035.399	-38.675	208.967	2164.607	160.589	205.627	2157.672	-43.241	230.352	2042.561	162.320	184.316
2809.786	751.562	273.893	0.000	0.000	0.000	0.000	0.000	0.000	2569.699	-24.715	120.457	2630.788	162.542	161.569	2655.474	52.733	137.453	1378.798	124.966	145.231	1446.317	218.441	133.622	1427.262	19.224	155.946	2794.291	332.447	413.883	2702.513	607.705	451.163	2833.126	452.764	436.109	2597.435	280.347	390.908	2279.270	374.581	574.213	2286.943	604.275	606.691	2499.172	580.709	618.655	2494.423	386.510	593.381	1927.794	484.255	607.052	2078.151	618.794	632.024	0.000	0.000	0.000	1880.959	373.081	545.598	0.000	0.000	0.000	1895.491	601.735	577.052	1669.941	405.494	536.123	1517.975	1053.080	151.720	1510.908	850.389	146.760	1455.534	953.707	146.815	2204.854	974.239	158.629	2071.547	785.228	153.077	2081.459	979.566	145.400	2191.793	772.447	173.799	1414.851	303.654	334.250	1426.405	543.111	347.870	1331.055	409.893	334.952	1359.457	692.271	351.460	1464.973	778.080	363.620	2047.944	-43.673	202.302	2175.763	156.546	201.914	2169.569	-47.135	225.864	2053.982	157.545	177.988
2797.976	746.619	247.679	0.000	0.000	0.000	0.000	0.000	0.000	2607.608	-39.908	123.275	2656.309	152.439	165.591	2689.075	42.833	144.176	1386.649	122.282	148.430	1452.997	216.318	133.222	1436.862	17.186	159.019	2805.437	339.152	417.853	2697.581	611.230	438.067	2837.567	462.652	432.772	2611.887	274.889	398.597	2283.210	366.059	572.077	2289.419	596.109	601.820	2501.932	574.061	613.771	2498.272	379.555	590.329	1930.932	480.745	604.178	2082.911	613.380	627.121	0.000	0.000	0.000	1879.904	371.084	542.941	0.000	0.000	0.000	1902.468	599.158	572.702	1671.271	410.191	534.150	1516.476	1054.565	151.740	1511.677	852.029	143.924	1455.473	954.824	143.609	2208.531	973.876	158.217	2074.188	785.706	154.846	2085.019	979.188	145.205	2197.387	772.810	173.181	1421.939	301.755	328.817	1427.760	540.386	345.248	1336.745	406.849	331.094	1361.041	689.293	349.531	1465.413	776.583	361.649	2054.609	-42.046	184.295	2181.489	158.189	194.269	2174.425	-44.893	212.620	2060.632	159.540	165.389
2782.886	739.204	217.785	0.000	0.000	0.000	0.000	0.000	0.000	2653.909	-59.512	139.060	2688.792	135.953	177.072	2728.303	26.908	165.081	1390.953	119.463	148.320	1457.525	213.224	133.626	1441.121	14.239	158.719	0.000	0.000	0.000	2693.774	610.206	417.800	2841.092	471.506	422.503	2628.158	267.685	403.068	2286.991	357.819	565.485	2293.963	588.134	593.084	2506.874	565.358	603.698	2502.266	370.712	581.933	1935.068	478.011	600.542	2089.453	608.338	621.051	0.000	0.000	0.000	1881.470	369.180	539.451	0.000	0.000	0.000	1906.446	597.620	567.210	1672.141	414.181	531.781	1513.489	1053.080	152.764	1511.545	850.147	142.560	1454.501	952.616	143.084	2217.483	978.390	159.795	2076.881	789.102	156.617	2093.967	986.249	147.310	2200.605	776.802	171.708	1425.617	298.879	330.338	1429.813	537.574	345.531	1339.688	403.438	332.161	1362.316	686.194	348.184	1466.119	774.108	359.744	2045.478	-32.082	159.420	2175.894	164.735	175.502	2165.322	-38.680	186.385	2054.794	169.407	148.029
2769.318	730.266	182.984	0.000	0.000	0.000	0.000	0.000	0.000	2689.310	-79.416	165.828	2710.317	120.720	187.198	2757.171	13.860	183.846	1393.381	113.650	147.511	1458.952	208.378	134.622	1444.752	8.848	156.857	0.000	0.000	0.000	2686.948	609.346	391.211	2843.950	479.457	404.352	2643.779	262.575	398.677	2290.768	347.876	553.432	2300.063	578.482	580.003	2515.327	551.837	590.618	2505.599	357.840	566.979	1945.071	478.329	593.410	2099.897	601.895	614.834	0.000	0.000	0.000	1882.402	369.268	532.314	1694.825	613.474	565.066	1915.806	595.886	565.027	1675.204	420.821	531.496	1510.573	1047.105	151.205	1509.120	844.492	141.348	1451.094	946.491	140.475	2231.745	983.381	161.860	2081.112	796.034	157.598	2108.696	995.319	148.997	2207.431	782.119	171.477	1429.924	295.255	344.273	1431.994	535.254	350.178	1342.025	399.520	344.830	1361.400	683.211	352.979	1466.037	771.859	357.662	2023.465	-18.342	129.682	2159.843	176.398	145.920	2146.891	-29.900	148.756	2037.632	184.140	127.997
2754.915	724.613	166.191	0.000	0.000	0.000	0.000	0.000	0.000	2705.662	-99.113	195.804	2720.209	102.847	193.631	2770.957	-2.387	197.982	1398.462	107.666	147.278	1461.955	204.114	135.621	1451.952	4.019	155.392	0.000	0.000	0.000	2684.018	605.922	362.574	2846.861	482.551	379.479	2656.335	258.119	390.162	2295.097	339.671	537.312	2307.423	569.315	565.535	2521.657	542.255	569.972	2510.349	347.881	546.858	1952.274	477.129	586.042	2110.510	596.776	604.306	0.000	0.000	0.000	1885.722	369.522	524.871	1704.911	616.608	567.440	1925.393	594.723	561.453	1680.080	425.061	531.644	1502.243	1042.123	149.013	1503.613	839.910	140.726	1445.010	941.492	138.355	2246.698	989.132	164.200	2088.368	807.123	157.000	2123.707	1006.245	155.655	2218.785	788.057	165.996	1436.371	292.086	354.904	1433.114	530.653	358.122	1345.825	394.234	354.847	1361.023	678.082	359.058	1464.295	768.516	359.843	2002.228	-9.870	129.585	2148.372	175.888	146.350	0.000	0.000	0.000	2028.178	189.331	118.140
2749.268	721.358	157.637	0.000	0.000	0.000	2817.380	814.881	170.500	2713.585	-115.594	227.489	2724.879	84.826	200.222	2777.343	-18.364	216.937	1407.717	102.706	149.536	1469.319	200.389	137.476	1464.241	-0.256	155.344	0.000	0.000	0.000	2680.704	598.091	331.605	2848.505	478.571	349.105	2662.719	251.935	372.066	2295.456	333.880	521.254	2319.571	562.750	550.789	2530.520	525.538	546.960	2510.674	331.550	523.908	1950.699	481.084	585.172	2124.280	596.697	593.940	0.000	0.000	0.000	1892.060	373.675	519.908	1719.539	618.601	564.011	1935.119	597.704	558.495	1686.465	429.793	530.718	1490.903	1036.610	147.531	1497.661	834.917	140.047	1436.404	934.729	136.670	2253.816	994.173	166.609	2094.964	814.013	152.970	2131.018	1012.916	158.216	2223.449	793.216	160.375	1444.742	287.618	359.987	1437.141	526.487	359.873	1352.390	387.733	360.729	1361.398	671.834	361.357	1462.326	764.584	359.666	1999.416	-8.845	134.641	2146.430	176.756	142.347	2118.364	-21.743	161.443	2025.961	190.633	116.583
2747.783	714.733	145.585	2764.789	912.795	174.627	2814.357	807.973	163.476	2715.946	-129.828	237.199	2726.794	68.217	195.614	2779.766	-33.110	221.521	1420.492	95.287	148.728	1481.037	194.553	137.241	1478.567	-6.677	154.365	0.000	0.000	0.000	2680.686	586.738	305.667	2849.192	468.615	323.028	2663.743	242.051	353.846	2295.724	329.876	508.279	2333.716	557.213	541.502	2538.124	512.444	527.574	2510.582	317.638	503.581	1960.638	485.915	579.158	2135.443	597.393	584.703	0.000	0.000	0.000	1895.601	379.736	516.891	1729.811	629.061	561.077	1942.796	604.568	550.889	1692.780	439.725	531.512	1483.782	1031.968	150.516	1496.460	829.528	138.903	1432.456	927.832	138.426	2259.785	998.113	164.768	2097.531	820.718	154.541	2136.894	1019.030	162.968	2225.691	797.787	155.429	1454.730	284.212	371.079	1440.385	522.033	362.292	1360.768	383.512	367.747	1363.304	666.853	359.391	1463.180	761.914	347.959	1987.272	-7.561	140.654	2135.625	177.166	136.609	2105.974	-20.874	164.945	2014.713	190.363	112.584
2744.549	704.155	139.686	2765.193	899.942	178.609	2814.029	794.226	160.713	0.000	0.000	0.000	2725.708	55.932	172.928	0.000	0.000	0.000	1439.726	89.304	138.060	1498.673	189.643	133.203	1499.360	-11.556	149.083	0.000	0.000	0.000	2682.685	575.047	288.439	2851.505	457.368	305.336	2666.221	231.017	341.654	2294.722	326.695	497.190	0.000	0.000	0.000	2545.965	492.499	512.820	2508.837	303.662	489.504	1969.848	489.231	574.212	2146.523	595.947	579.945	0.000	0.000	0.000	1903.198	383.279	513.195	1736.286	631.358	560.517	1950.969	607.434	549.019	1699.805	442.132	529.888	1485.230	1027.828	152.944	1498.081	827.206	138.331	1433.251	925.160	139.711	2272.206	1000.784	164.623	2105.785	826.979	155.369	2149.868	1024.643	166.251	2232.941	801.534	152.945	1463.332	281.909	372.667	1445.789	521.321	360.201	1368.106	379.980	366.241	1366.412	662.824	355.519	1465.606	759.285	341.774	1970.756	0.716	149.397	2126.006	178.742	129.715	2093.283	-18.079	163.512	2005.421	196.530	114.728
2748.492	698.231	135.403	2770.435	893.198	178.222	2817.632	788.905	155.489	2709.115	-147.939	164.659	2723.756	51.672	142.176	0.000	0.000	0.000	1457.817	86.762	133.659	1514.041	188.637	129.736	1520.115	-12.462	147.179	0.000	0.000	0.000	2687.043	565.454	283.493	2855.174	446.116	297.988	2668.127	220.671	330.149	2293.422	319.494	485.974	0.000	0.000	0.000	2554.069	473.136	506.227	2506.132	286.448	475.260	1977.271	489.614	570.182	2157.430	592.794	579.145	0.000	0.000	0.000	1909.814	385.780	507.196	1741.238	631.406	560.774	1954.612	609.687	547.494	1706.268	442.458	526.492	1480.430	1027.798	150.864	1498.065	826.662	138.028	1431.142	923.262	137.849	2286.212	1003.990	163.454	2113.584	834.429	157.322	2164.971	1030.178	167.277	2243.026	805.348	151.977	1473.680	279.222	366.450	1453.938	518.269	357.553	1377.275	375.669	364.040	1370.392	659.432	352.101	1466.679	757.232	345.157	1962.184	8.064	154.232	2119.704	182.654	124.994	2084.399	-13.375	165.170	1999.802	201.598	112.762
2751.383	695.944	133.523	2771.352	890.995	178.336	2819.149	787.812	153.330	2707.054	-150.684	155.666	2723.971	48.703	135.741	0.000	0.000	0.000	1466.446	88.474	143.419	1522.536	190.217	133.516	1529.795	-10.413	153.509	0.000	0.000	0.000	2689.592	558.836	282.438	2858.216	439.112	293.171	2671.555	212.763	318.194	2293.109	311.518	477.760	0.000	0.000	0.000	2559.746	453.921	502.354	2503.396	269.980	464.208	1984.338	488.705	570.023	2168.078	588.367	581.777	0.000	0.000	0.000	1916.283	384.772	503.643	1746.908	629.572	564.460	1960.042	609.561	550.556	1712.873	441.160	524.428	1478.159	1027.751	150.050	1500.893	827.009	139.608	1431.820	922.242	138.509	2307.176	1003.429	165.609	2129.121	839.096	158.379	2186.507	1033.567	168.553	2257.913	806.287	153.821	1484.348	277.353	357.239	1457.178	516.939	356.559	1386.368	372.227	356.249	1374.916	656.360	351.497	1469.443	755.673	349.145	1956.188	15.433	154.117	2116.944	186.914	124.511	2078.021	-7.571	167.686	1997.078	207.587	109.849
2749.055	694.210	129.674	2768.723	887.532	179.682	2817.307	784.771	154.560	2721.605	-153.529	149.281	2727.858	47.586	132.505	0.000	0.000	0.000	1473.444	89.904	144.941	1528.477	192.077	134.276	1536.276	-8.577	154.424	0.000	0.000	0.000	2690.967	555.162	278.336	2860.637	437.292	288.406	2676.571	209.673	315.383	2297.222	306.707	477.499	0.000	0.000	0.000	2565.658	446.891	499.041	2507.003	263.334	461.699	1989.228	486.436	569.304	2178.379	583.100	587.321	0.000	0.000	0.000	1924.590	391.842	505.707	1754.173	632.004	566.246	1967.019	610.629	552.331	1719.909	439.907	527.130	1482.321	1030.378	151.140	1504.998	828.361	141.683	1435.760	923.449	141.709	2326.786	998.554	176.195	0.000	0.000	0.000	2206.800	1032.020	177.897	2272.987	803.850	162.786	1494.538	279.669	359.593	1465.106	516.746	358.007	1394.757	374.150	358.354	1382.923	657.231	353.402	1475.878	757.161	351.943	1948.272	21.640	153.241	2114.394	186.665	126.126	2069.159	-6.214	166.160	2000.281	213.700	115.314
2747.741	692.420	130.067	2764.085	886.118	179.876	2815.067	782.973	156.701	2735.031	-157.602	146.478	2740.850	44.198	130.510	2795.608	-58.164	133.187	1479.280	93.485	143.042	1534.148	195.890	135.514	1542.008	-5.197	151.117	0.000	0.000	0.000	2691.696	553.779	277.386	2863.431	440.686	288.506	2687.903	206.065	319.500	2301.029	304.605	481.417	0.000	0.000	0.000	2571.749	440.889	499.110	2510.134	257.604	464.200	1999.112	488.310	574.284	2182.726	585.918	580.677	0.000	0.000	0.000	1924.286	396.622	513.980	1763.155	639.096	567.945	1975.774	614.415	553.241	1722.552	454.632	532.130	1487.195	1030.845	152.717	1509.738	829.449	143.576	1439.874	924.205	146.036	2339.108	992.453	189.574	0.000	0.000	0.000	2219.799	1027.502	192.052	2282.721	799.350	169.646	1500.533	282.549	368.863	1472.109	520.119	363.426	1400.926	377.418	366.338	1389.629	660.467	356.888	1482.745	760.259	353.814	1946.303	19.917	151.146	2116.309	184.313	127.348	2067.344	-9.814	164.089	2002.043	212.403	117.293
2749.731	691.689	131.806	2760.704	886.464	179.082	2814.960	783.991	157.470	2756.203	-156.508	147.532	2757.742	45.616	135.552	2815.033	-55.533	138.654	1485.330	98.750	140.826	1539.954	201.279	136.576	1547.710	-0.076	147.873	0.000	0.000	0.000	2695.027	552.975	282.855	2868.609	443.131	295.739	2696.959	205.486	326.316	2305.109	301.509	486.320	0.000	0.000	0.000	2577.361	435.158	502.732	2513.816	252.124	468.899	2005.711	489.876	578.520	2189.960	584.169	584.014	0.000	0.000	0.000	1931.496	396.189	519.462	1771.580	642.304	573.904	1985.427	614.588	559.010	1730.251	455.955	539.209	1491.327	1031.321	153.016	1513.314	831.073	146.227	1443.082	925.867	148.702	2348.254	987.961	189.673	0.000	0.000	0.000	2229.674	1024.184	193.456	2288.710	794.776	168.247	1507.084	283.453	376.457	1478.901	522.865	371.671	1407.123	380.094	374.806	1395.899	663.180	367.067	1488.896	763.056	363.224	1945.688	19.458	150.938	2117.188	183.046	129.916	2066.408	-10.936	163.723	2002.200	211.831	117.976
2751.047	692.328	137.141	2755.881	888.853	177.417	2811.830	787.958	157.907	2784.003	-152.285	152.195	2777.704	49.837	140.734	2839.010	-48.702	147.861	1490.226	106.004	142.694	1545.743	208.321	139.253	1552.518	6.703	147.064	0.000	0.000	0.000	2697.615	553.813	293.566	2874.240	448.040	307.496	2707.636	206.212	334.494	2308.698	297.089	491.433	0.000	0.000	0.000	2582.521	427.204	509.801	2516.933	245.378	474.636	2009.515	488.746	584.019	2201.768	579.256	598.685	0.000	0.000	0.000	1937.307	394.482	524.321	1779.603	643.622	581.799	1991.625	614.133	565.599	1735.015	458.317	544.966	1494.235	1032.332	151.800	1518.468	832.144	151.428	1443.964	924.798	155.587	2357.073	984.681	179.379	0.000	0.000	0.000	2238.640	1021.585	183.892	2295.657	791.160	165.804	1514.623	289.307	378.838	1485.928	524.712	378.986	1413.795	382.792	379.958	1402.411	666.463	376.483	1497.320	765.090	375.502	1946.149	22.824	151.716	2117.804	185.344	127.992	2066.761	-9.065	161.328	2003.094	215.468	120.450
2750.898	694.740	141.983	2750.039	892.384	176.232	2808.689	792.618	160.972	2810.861	-144.420	152.201	2798.939	57.640	146.345	2863.249	-39.871	152.680	1494.313	111.445	143.865	1550.326	213.876	141.227	1556.557	12.011	146.676	0.000	0.000	0.000	2699.148	556.738	304.096	2878.917	456.350	320.928	2718.608	210.342	344.341	2312.770	293.337	498.621	0.000	0.000	0.000	2587.789	421.055	516.803	2520.379	239.945	481.553	2007.848	491.745	597.918	2204.153	577.124	598.722	0.000	0.000	0.000	1942.480	394.258	530.233	1787.700	646.493	588.441	1999.006	614.293	572.509	1740.632	461.487	550.819	1500.668	1035.982	152.404	1522.234	834.154	157.146	1451.101	927.558	158.932	2366.535	979.024	172.832	0.000	0.000	0.000	2248.454	1017.189	179.115	2303.064	785.766	165.335	1516.099	295.570	385.247	1492.525	528.176	384.525	1419.995	386.998	384.826	1404.636	669.704	392.850	1505.267	768.942	382.153	1943.283	27.592	150.933	2118.448	186.500	129.376	2063.333	-7.569	158.108	2003.180	220.110	123.504
2744.602	697.866	142.121	2738.185	895.435	174.030	2801.009	797.526	164.349	2836.637	-134.259	150.754	2817.671	67.278	151.740	2885.473	-28.093	153.356	1499.408	117.524	143.452	1556.117	219.488	143.589	1560.483	17.673	144.463	2891.000	342.390	344.970	2698.672	561.038	312.142	2881.847	468.029	331.106	2729.974	216.127	355.056	2317.700	291.122	506.876	0.000	0.000	0.000	2592.578	418.723	524.384	2525.166	237.095	491.077	2013.761	491.925	599.525	2215.333	577.198	609.988	0.000	0.000	0.000	1946.899	396.121	537.065	1796.228	651.569	592.598	2006.898	616.171	576.118	1746.263	466.685	557.554	1508.931	1035.247	151.273	1530.422	834.913	159.196	1459.956	928.625	159.501	2379.562	972.661	181.167	0.000	0.000	0.000	2261.606	1012.447	185.228	2314.198	780.027	173.177	1521.120	296.177	391.922	1498.862	532.583	389.691	1424.371	390.412	391.452	0.000	0.000	0.000	1512.790	772.992	384.533	1944.236	27.176	150.087	2120.380	185.090	130.322	2063.682	-8.467	154.290	2004.764	220.496	126.047
2744.549	700.470	149.576	2727.103	898.850	172.187	2794.130	803.380	166.699	2863.489	-123.670	160.168	2834.854	76.706	164.043	2907.130	-15.351	163.414	1502.895	120.472	141.816	1560.387	222.224	143.516	1564.642	20.410	143.187	2898.137	353.855	356.221	2698.173	565.037	318.433	2884.257	478.797	339.609	2741.831	221.817	365.838	2322.624	288.774	513.898	0.000	0.000	0.000	2597.628	416.716	530.624	2530.579	234.782	499.448	2018.810	492.420	603.908	2221.360	576.484	614.232	0.000	0.000	0.000	1951.031	397.315	542.571	1803.823	656.033	594.315	2013.977	617.053	578.629	1751.107	470.772	561.889	1519.319	1036.500	150.207	1538.532	836.170	159.968	1468.803	930.309	159.538	2394.811	967.271	196.237	0.000	0.000	0.000	2277.264	1008.965	198.270	2326.084	776.242	183.243	1526.677	298.880	397.601	1505.428	536.336	393.500	1430.919	393.147	397.481	0.000	0.000	0.000	1520.838	776.372	386.156	1945.155	29.155	148.807	2122.777	184.803	130.935	2064.102	-8.743	152.010	2008.625	224.251	127.537
2741.720	702.527	152.969	2717.192	902.474	169.655	2788.524	807.926	169.138	2887.634	-118.601	186.496	2855.042	81.034	182.230	2929.046	-9.489	188.698	1508.063	122.733	148.070	1566.681	224.115	147.466	1569.126	22.245	148.705	2904.079	363.466	364.868	2697.995	568.220	325.492	2886.369	487.810	348.128	2752.035	226.456	373.298	2327.147	288.051	518.798	0.000	0.000	0.000	2602.121	412.996	536.083	2535.462	231.098	504.311	2021.602	493.164	611.294	2223.183	572.034	614.332	0.000	0.000	0.000	1955.634	396.278	546.512	1809.667	656.138	597.163	2019.977	615.013	583.173	1755.386	471.562	563.720	1528.494	1038.738	149.526	1547.138	838.024	160.528	1477.216	932.101	159.556	2406.056	966.267	209.331	0.000	0.000	0.000	2289.016	1008.946	211.463	2336.125	775.879	193.064	1532.573	300.155	394.809	1510.698	537.506	393.278	1436.938	394.646	394.117	0.000	0.000	0.000	1527.337	777.883	387.947	1947.479	32.443	148.827	2127.006	185.828	131.398	2065.742	-7.084	150.536	2013.602	226.972	128.985
2742.674	704.666	154.718	2714.830	904.245	170.025	2787.406	810.981	169.718	2908.990	-112.910	215.598	2870.271	85.423	202.408	2947.224	-2.722	216.000	1515.625	122.703	152.412	1574.139	224.186	150.027	1577.099	22.357	154.537	2910.393	370.363	373.125	2700.444	570.834	330.320	2890.380	494.442	356.231	2760.942	230.607	380.339	2334.355	285.528	521.529	0.000	0.000	0.000	2605.955	415.003	541.050	2542.733	231.846	508.599	2027.636	486.737	610.514	2229.221	569.112	622.095	0.000	0.000	0.000	1958.883	393.377	547.855	1815.291	654.486	599.957	2025.125	611.387	586.653	1759.080	470.523	564.252	1537.095	1040.567	147.660	1556.873	840.469	158.242	1484.415	934.702	157.495	2413.918	966.927	220.760	0.000	0.000	0.000	2297.228	1010.065	223.712	2343.112	777.288	201.427	1538.374	300.546	390.174	1515.644	537.600	393.155	1444.284	394.188	391.574	0.000	0.000	0.000	1533.116	778.322	391.876	1950.263	34.454	149.632	2130.702	187.554	131.051	2068.513	-5.147	149.547	2017.472	229.330	130.105
2747.777	707.475	155.500	2717.961	905.834	167.636	2791.363	813.435	167.224	2918.365	-110.594	239.452	2878.888	87.115	217.650	2956.318	-0.196	236.247	1524.531	121.997	148.001	1581.814	223.802	147.768	1586.298	22.054	154.213	2916.800	374.948	379.408	2705.931	574.025	334.698	2896.542	498.687	362.006	2768.017	234.480	386.825	2341.462	285.495	525.418	0.000	0.000	0.000	2610.395	421.006	546.271	2551.120	236.439	514.588	2042.899	487.427	607.575	2232.300	568.552	623.760	0.000	0.000	0.000	1961.954	391.508	548.555	1820.102	654.157	598.932	2029.760	609.386	586.651	1762.624	470.097	564.359	1547.161	1042.700	145.504	1566.317	841.774	156.679	1497.477	937.377	151.163	2417.779	966.689	233.727	2232.338	820.612	213.737	2300.962	1009.118	235.397	2346.958	777.294	208.272	1542.240	300.584	385.561	1519.360	537.723	391.329	1448.593	394.389	386.863	0.000	0.000	0.000	1538.646	778.281	392.522	1957.633	32.376	151.136	2135.993	186.707	129.418	2075.929	-6.799	145.928	2022.352	227.491	133.764
