NO_OF_FRAMES	1066
NO_OF_CAMERAS	10
NO_OF_MARKERS	40
FREQUENCY	72
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2018-08-30, 18:40:07	1350375.27588781
DATA_INCLUDED	3D
MARKER_NAMES	L5	L2	L3	L4	L1	E3	E1	E2	C4	C3	C2	C1	A3	A1	A2	B3	B1	B2	D2	D1	D4	D3	F1	F3	F2	H2	H1	H3	H4	K1	K4	K2	K3	J3	J2	J1	G2	G1	G3	G4
L5 X	L5 Y	L5 Z	L2 X	L2 Y	L2 Z	L3 X	L3 Y	L3 Z	L4 X	L4 Y	L4 Z	L1 X	L1 Y	L1 Z	E3 X	E3 Y	E3 Z	E1 X	E1 Y	E1 Z	E2 X	E2 Y	E2 Z	C4 X	C4 Y	C4 Z	C3 X	C3 Y	C3 Z	C2 X	C2 Y	C2 Z	C1 X	C1 Y	C1 Z	A3 X	A3 Y	A3 Z	A1 X	A1 Y	A1 Z	A2 X	A2 Y	A2 Z	B3 X	B3 Y	B3 Z	B1 X	B1 Y	B1 Z	B2 X	B2 Y	B2 Z	D2 X	D2 Y	D2 Z	D1 X	D1 Y	D1 Z	D4 X	D4 Y	D4 Z	D3 X	D3 Y	D3 Z	F1 X	F1 Y	F1 Z	F3 X	F3 Y	F3 Z	F2 X	F2 Y	F2 Z	H2 X	H2 Y	H2 Z	H1 X	H1 Y	H1 Z	H3 X	H3 Y	H3 Z	H4 X	H4 Y	H4 Z	K1 X	K1 Y	K1 Z	K4 X	K4 Y	K4 Z	K2 X	K2 Y	K2 Z	K3 X	K3 Y	K3 Z	J3 X	J3 Y	J3 Z	J2 X	J2 Y	J2 Z	J1 X	J1 Y	J1 Z	G2 X	G2 Y	G2 Z	G1 X	G1 Y	G1 Z	G3 X	G3 Y	G3 Z	G4 X	G4 Y	G4 Z	
879.542	143.876	360.843	507.606	258.234	418.478	670.201	253.359	398.620	747.616	112.513	374.640	475.155	389.772	438.779	414.435	465.509	207.916	234.374	557.318	217.865	297.380	460.035	210.894	1018.441	980.042	169.871	918.077	902.967	161.256	796.189	1065.173	146.886	896.357	1139.276	147.722	1509.798	1407.317	264.114	1455.525	1595.901	306.779	1538.739	1516.971	286.294	1796.343	631.128	144.347	1729.408	821.042	167.709	1817.658	744.448	162.444	1304.309	413.908	248.826	1398.770	491.713	260.437	0.000	0.000	0.000	1422.001	257.113	297.065	948.484	145.154	144.067	1122.570	41.251	144.231	1005.887	43.553	143.794	1178.130	964.901	600.300	1349.755	1097.503	598.062	1338.040	796.356	579.484	1484.772	951.909	585.875	891.315	704.599	608.483	1036.870	526.548	575.067	736.521	554.278	610.719	858.409	405.067	584.779	1001.418	642.827	633.859	1023.837	844.274	652.291	1232.802	843.091	635.314	1710.200	1179.552	416.796	1509.667	1226.585	435.302	1751.300	1060.347	393.290	1622.869	901.636	369.862
890.053	145.597	366.251	517.400	254.959	428.155	679.759	252.309	406.294	758.617	112.676	381.365	483.899	385.921	448.598	418.707	461.674	219.965	235.959	550.746	234.218	301.738	454.762	224.684	1020.999	982.188	172.414	921.844	903.506	163.162	797.908	1063.655	144.291	896.949	1139.283	145.734	1521.775	1414.778	279.502	1473.907	1603.202	329.427	1554.398	1522.442	305.441	1781.901	630.145	142.685	1721.533	821.635	168.586	1806.786	742.692	160.735	1309.416	421.579	257.601	1405.367	499.868	266.665	0.000	0.000	0.000	1431.245	266.192	303.423	953.616	147.185	149.841	1129.158	45.613	144.179	1012.488	46.580	148.015	1181.268	970.724	608.653	1353.082	1103.159	606.557	1340.870	802.358	583.895	1488.130	957.476	591.161	896.145	706.029	614.618	1044.830	530.568	580.942	744.278	553.156	615.931	868.109	405.861	590.900	1008.036	646.081	638.963	1028.514	847.910	657.477	1236.589	849.253	642.179	1717.228	1178.471	421.139	1517.781	1230.829	442.154	1753.673	1058.469	395.122	1620.712	903.612	371.572
898.157	146.528	366.089	526.200	252.366	437.786	688.348	251.638	412.065	767.771	113.059	383.453	493.011	382.906	458.930	423.598	463.946	228.782	241.263	551.166	244.163	306.838	456.027	231.047	1021.035	984.684	174.462	923.165	904.362	164.590	796.970	1062.286	142.136	894.732	1139.524	144.291	1525.482	1418.703	286.367	1480.221	1607.329	338.611	1559.854	1526.195	312.779	1778.325	633.375	139.128	1719.504	825.063	166.137	1803.426	745.688	155.444	1316.450	427.947	265.266	1412.490	508.773	273.606	0.000	0.000	0.000	1444.135	275.695	312.266	959.145	150.782	151.446	1133.793	49.682	143.434	1017.724	50.529	149.509	1185.684	975.203	615.256	1358.699	1106.775	612.999	1342.641	804.295	589.189	1492.006	960.383	594.703	901.054	706.001	619.931	1052.795	533.411	585.743	751.982	550.573	621.497	879.580	404.757	595.078	1014.351	648.346	643.564	1032.304	850.132	663.097	1239.040	853.720	643.668	1721.287	1181.195	424.619	1522.325	1234.638	447.086	1757.387	1060.685	398.474	1622.838	907.013	375.229
903.318	148.632	365.364	531.995	252.344	443.314	693.938	252.428	415.629	773.292	114.519	383.856	499.005	382.316	466.670	425.617	466.274	238.508	244.441	553.783	257.280	308.974	458.009	242.379	1023.260	986.989	176.041	926.206	905.607	166.440	798.667	1061.863	140.341	895.643	1140.014	141.982	1520.960	1419.407	284.295	0.000	0.000	0.000	1552.642	1527.546	309.971	1784.807	640.072	132.804	1722.964	830.308	163.728	1806.596	753.417	145.289	1329.005	436.330	263.595	1421.090	516.317	279.470	0.000	0.000	0.000	1456.550	284.432	317.933	963.210	155.549	151.920	1138.052	55.287	142.493	1021.888	55.330	148.904	1189.112	979.750	620.630	1364.122	1109.228	617.491	1347.114	807.453	589.330	1496.819	962.148	598.330	906.198	706.840	622.740	1059.373	535.172	591.441	758.103	550.414	624.289	887.342	405.486	599.491	1020.105	650.042	647.431	1036.534	851.828	666.910	1239.715	855.550	645.168	1720.972	1189.083	423.892	1521.810	1239.098	446.260	1761.307	1068.225	402.108	1629.105	911.741	382.021
904.767	149.216	367.159	534.952	256.173	448.375	696.582	254.938	419.059	774.685	116.200	387.115	503.249	386.396	471.373	426.059	468.311	250.605	245.529	555.734	274.725	309.713	460.265	260.156	1026.942	989.370	177.644	930.771	907.019	167.925	802.097	1061.574	138.271	898.243	1140.642	139.988	1508.729	1417.600	268.617	1459.524	1611.453	308.221	0.000	0.000	0.000	1795.682	648.308	127.332	1728.977	836.564	160.891	1816.064	762.441	139.113	1335.047	441.790	263.814	1429.151	523.479	281.662	0.000	0.000	0.000	1464.365	291.211	314.761	963.889	157.854	150.913	1138.482	56.252	140.844	1021.976	56.996	145.436	1195.417	983.072	622.600	1371.996	1110.577	618.398	1349.829	808.273	597.994	1502.382	961.318	602.169	909.598	707.728	622.938	1065.787	537.859	596.618	763.845	549.644	623.225	895.269	405.717	602.761	1024.247	653.112	651.731	1039.772	855.038	668.070	1243.330	859.228	648.968	1718.267	1199.266	420.134	1517.631	1243.423	440.437	1763.214	1079.605	401.712	1638.011	917.328	388.275
900.967	145.940	371.399	534.572	264.289	450.741	696.221	258.047	422.076	770.190	116.731	390.942	506.841	395.541	473.080	430.526	477.404	259.057	251.086	569.454	289.531	314.110	471.773	275.153	1027.648	992.384	179.215	932.147	909.174	169.627	802.500	1062.440	136.913	898.018	1142.330	138.334	1493.422	1411.205	245.054	1425.349	1600.695	274.408	1517.159	1524.095	254.588	1811.901	658.279	125.299	1737.504	843.513	159.869	1827.645	773.334	135.946	1334.885	447.718	261.218	1434.656	531.243	277.582	0.000	0.000	0.000	1470.032	298.840	305.497	960.747	154.627	148.390	1132.665	48.287	137.200	1015.990	52.438	138.874	1201.537	984.409	624.069	1377.863	1111.423	617.860	1354.252	810.303	595.654	1507.513	961.415	601.780	913.358	706.809	623.118	1073.575	539.859	600.508	770.995	545.426	623.131	904.086	405.024	604.963	1028.858	654.857	653.803	1043.184	857.164	667.393	1250.163	863.310	654.307	1713.668	1211.496	413.741	1511.423	1247.303	432.471	1761.603	1092.968	398.762	1646.198	925.217	393.146
899.177	142.390	379.051	534.177	272.403	451.816	695.897	260.724	425.525	765.860	117.348	396.561	510.209	404.721	473.315	439.500	493.072	258.774	265.460	592.273	291.220	322.663	492.472	271.897	1023.438	994.970	181.496	929.343	910.524	170.415	798.191	1061.541	133.568	892.291	1142.993	137.231	1479.319	1402.085	216.898	1401.224	1588.141	231.020	1492.162	1517.165	223.663	1838.637	670.654	127.854	1756.244	852.446	162.611	1850.407	787.488	140.867	1336.572	456.927	247.605	1435.588	540.590	264.634	0.000	0.000	0.000	1474.026	307.910	285.627	960.847	152.411	146.126	1127.482	41.194	132.888	1011.022	49.003	133.301	1204.815	984.126	620.796	1378.307	1114.293	613.527	1360.409	812.011	594.589	1510.938	967.041	597.282	921.450	705.095	625.360	1080.744	537.303	601.475	778.529	544.383	627.041	908.728	403.619	607.386	1037.242	652.468	655.004	1049.388	855.026	667.806	1253.252	862.185	650.455	1705.248	1225.796	404.066	1500.644	1250.954	415.940	1760.127	1109.720	397.222	1654.905	935.178	398.777
896.159	139.280	381.606	535.432	277.833	452.208	697.137	262.714	427.321	764.059	118.072	397.669	514.123	410.525	474.050	450.538	505.332	253.201	279.706	609.997	279.961	333.792	508.871	257.102	1016.853	998.978	179.152	924.280	912.081	167.606	790.112	1061.056	133.349	882.386	1144.425	140.290	1465.220	1391.378	185.952	1373.478	1571.475	182.225	1476.762	1508.037	182.309	1875.573	686.658	144.415	1783.162	862.893	177.349	1879.654	804.258	157.705	1335.265	467.146	228.573	1429.929	552.501	240.220	0.000	0.000	0.000	1476.573	319.009	254.798	960.768	152.037	145.985	1124.596	37.268	130.348	1009.269	48.183	130.662	1211.321	982.677	616.073	1383.509	1114.124	604.526	1368.674	812.552	588.672	1517.428	967.354	587.287	930.543	703.936	627.418	1087.666	533.899	600.379	786.180	544.376	631.932	918.174	400.170	610.689	1045.739	650.166	655.055	1057.351	853.056	665.940	1261.004	861.189	645.640	1696.020	1239.679	390.449	1489.837	1252.238	397.341	1758.325	1127.454	389.509	1661.561	945.904	394.854
900.021	140.095	388.191	538.163	282.035	454.206	700.024	265.461	429.899	765.802	119.515	404.269	517.821	415.782	472.847	457.346	503.867	245.588	285.892	610.845	264.321	340.428	507.940	247.915	1008.138	1003.308	179.929	915.670	916.036	169.509	780.517	1064.758	138.753	873.234	1147.859	139.472	1447.969	1378.033	159.996	1345.757	1552.239	149.111	1447.802	1493.101	149.588	1914.094	704.706	168.435	1802.535	873.322	179.543	1906.381	821.168	171.743	1329.817	476.380	201.576	1428.700	560.244	223.928	0.000	0.000	0.000	1468.470	327.903	217.046	961.821	150.889	146.890	1124.086	34.982	128.760	1009.696	46.939	129.749	1219.659	978.259	606.492	1387.912	1114.202	592.475	1380.697	811.535	578.605	1525.813	970.714	574.325	943.086	706.082	627.184	1093.156	530.489	593.670	793.855	551.807	634.955	923.049	402.044	608.695	1055.761	648.826	651.156	1069.680	851.281	660.423	1272.924	858.023	636.076	1684.935	1255.318	370.225	1478.600	1252.887	374.319	1755.540	1148.296	375.839	1673.648	961.797	389.490
907.470	143.513	393.576	544.027	282.615	454.323	705.826	266.842	431.560	773.430	120.926	410.875	521.531	416.663	469.755	461.479	491.517	236.794	288.229	597.297	246.626	344.659	493.982	239.639	1003.293	1005.519	165.708	908.289	926.275	171.571	774.622	1077.902	148.543	868.922	1159.218	144.407	1427.099	1374.133	150.706	0.000	0.000	0.000	1428.117	1487.052	144.757	1946.117	723.357	190.460	1824.244	883.029	182.581	1931.562	837.759	179.777	1312.842	478.938	174.802	0.000	0.000	0.000	1547.568	410.412	188.853	1449.741	327.713	180.652	963.380	148.864	150.842	1129.155	34.249	129.579	1013.452	44.949	133.553	1230.583	976.558	592.516	1398.757	1112.633	576.524	1390.773	807.872	561.934	1536.510	968.025	555.465	953.653	711.877	619.157	1096.398	531.006	585.088	798.649	562.762	633.163	922.889	409.421	605.336	1063.586	651.496	642.459	1082.518	853.694	647.996	1282.802	856.990	620.420	1677.634	1268.321	348.510	1471.921	1252.211	350.726	1755.437	1167.118	359.288	1688.050	976.649	380.049
919.903	146.916	401.361	552.756	278.356	450.069	715.132	266.344	430.909	787.469	121.874	416.780	524.977	412.238	461.348	468.769	476.583	221.709	290.839	576.707	225.077	351.509	475.471	221.855	1000.275	1023.561	168.947	902.816	946.617	173.981	774.515	1103.928	162.386	871.591	1181.776	157.899	1419.782	1373.511	145.712	0.000	0.000	0.000	1413.936	1489.964	145.309	1976.755	745.420	214.313	1843.662	897.218	183.612	1957.597	858.107	198.710	1286.532	481.117	147.372	0.000	0.000	0.000	1519.326	404.805	143.646	1418.199	324.225	142.784	975.267	143.489	155.261	1144.126	32.880	135.750	1028.382	40.277	143.280	1243.039	975.656	575.771	1413.646	1106.786	560.572	1400.304	803.774	542.162	1548.037	959.359	534.109	961.963	720.365	607.862	1096.105	533.609	573.775	801.100	578.791	627.731	912.617	422.621	598.755	1069.746	655.946	629.034	1094.998	855.960	632.071	1294.223	854.908	600.867	1672.653	1277.589	328.022	1467.316	1250.459	330.588	1756.607	1180.248	341.218	1699.190	986.065	362.503
935.232	150.129	405.586	563.176	272.913	440.283	726.186	265.171	424.316	802.871	122.504	418.146	532.487	405.918	443.141	476.661	461.238	206.203	296.485	555.202	206.134	359.358	457.290	205.897	996.921	1047.190	174.835	895.617	972.959	178.953	774.242	1137.208	183.577	875.394	1209.684	175.929	1420.257	1371.756	140.795	1293.929	1528.198	162.165	1414.224	1486.839	139.905	2004.482	765.646	214.254	1872.249	912.136	184.728	0.000	0.000	0.000	1271.475	480.600	136.121	0.000	0.000	0.000	1495.304	395.157	145.870	0.000	0.000	0.000	992.191	137.101	157.132	1164.202	30.692	142.653	1049.178	35.192	151.751	1255.975	973.639	557.882	1432.284	1099.099	539.071	1402.206	795.074	520.551	1557.716	947.966	511.236	966.412	727.888	595.667	1093.811	537.198	557.941	802.550	591.293	620.081	907.931	432.096	589.685	1073.044	659.630	612.939	1102.515	860.788	619.435	1303.275	852.133	580.911	1674.950	1281.065	315.444	1472.175	1246.381	309.284	1761.246	1187.286	330.995	1710.586	991.290	350.107
952.386	157.831	399.165	574.618	266.691	419.317	738.484	264.949	408.617	820.645	125.088	408.301	538.669	398.512	418.030	484.686	445.322	186.217	302.003	533.578	184.682	367.649	436.692	187.119	999.422	1065.921	179.015	894.625	994.496	184.136	779.489	1160.664	202.903	881.162	1231.599	196.479	1423.208	1370.796	135.294	1291.866	1520.659	167.915	1411.882	1482.718	142.357	0.000	0.000	0.000	1885.988	920.037	163.049	0.000	0.000	0.000	1266.251	484.533	131.527	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1014.480	139.021	156.894	1191.086	38.561	147.400	1074.619	39.030	155.334	1265.692	974.292	545.173	1448.952	1090.022	523.972	1404.910	789.960	503.746	1566.496	932.018	491.813	967.105	735.507	581.116	1089.909	542.268	542.682	800.194	602.602	605.356	903.192	440.574	572.576	1071.871	665.482	597.106	1104.938	865.706	606.124	1307.065	851.324	565.374	1679.336	1280.455	304.929	1477.363	1240.781	292.758	1767.350	1189.191	321.648	1721.530	991.634	338.213
969.482	169.129	388.403	586.889	262.590	390.497	750.909	267.352	387.056	838.575	130.729	392.823	546.578	392.925	383.840	496.868	433.301	159.442	309.451	512.918	154.549	380.174	420.476	161.418	1007.516	1080.454	179.821	900.258	1010.931	185.740	790.260	1178.864	213.484	893.448	1247.538	206.729	1427.013	1367.793	132.908	1295.374	1516.426	171.337	1412.412	1479.835	144.052	0.000	0.000	0.000	1890.319	916.573	149.946	0.000	0.000	0.000	1265.094	487.585	127.037	0.000	0.000	0.000	0.000	0.000	0.000	1382.786	324.443	156.065	1046.077	149.073	146.479	1227.214	57.676	150.546	1111.191	52.328	152.478	1276.123	973.914	535.483	1465.124	1080.019	512.482	1402.689	783.117	488.175	1573.708	915.872	476.932	966.030	743.115	566.305	1084.281	546.817	529.524	795.064	614.137	587.524	895.453	449.291	555.836	1065.729	671.132	587.663	1107.928	869.575	593.931	1309.165	849.035	555.286	1683.667	1277.869	294.652	1482.972	1235.654	283.678	1773.141	1186.423	310.606	1728.979	988.466	327.252
987.447	179.179	369.441	602.333	258.324	349.528	765.813	269.226	357.866	858.413	135.847	363.656	557.287	387.107	345.745	507.629	435.663	146.635	0.000	0.000	0.000	392.122	420.996	151.781	1019.807	1092.731	175.803	910.657	1027.004	174.316	805.120	1197.888	203.221	910.783	1263.051	202.072	1434.393	1365.179	126.256	1299.658	1511.722	174.230	1409.158	1475.097	150.554	0.000	0.000	0.000	1892.110	910.080	145.651	0.000	0.000	0.000	1262.796	487.195	119.753	0.000	0.000	0.000	1480.518	395.482	163.482	1374.490	322.178	160.001	1082.104	173.003	139.218	1265.696	87.387	152.478	1150.282	77.603	144.510	1285.605	972.087	525.711	1475.084	1071.874	505.751	1401.729	777.188	478.243	1577.784	905.333	467.668	962.877	747.155	555.661	1080.570	550.831	516.914	790.855	618.773	573.174	891.119	453.310	539.863	1062.471	674.419	576.138	1112.097	871.306	582.435	1310.174	845.688	548.291	1689.565	1272.878	288.045	1487.592	1231.298	276.717	1778.097	1182.235	303.851	1733.703	984.523	322.544
1010.584	191.986	341.815	622.229	251.485	316.895	782.771	271.361	332.945	884.266	142.453	331.160	570.322	377.851	319.838	519.701	437.710	136.110	0.000	0.000	0.000	405.849	412.900	142.652	1029.479	1098.961	164.720	919.146	1036.194	161.966	817.137	1210.893	182.039	924.449	1273.209	181.952	1437.144	1363.590	123.808	1302.406	1508.582	176.036	1412.051	1472.944	150.393	0.000	0.000	0.000	1896.947	908.438	140.484	0.000	0.000	0.000	1259.056	489.080	114.577	0.000	0.000	0.000	1472.720	392.781	166.664	1367.414	320.806	156.861	1117.521	198.398	122.765	1304.037	123.478	155.523	1188.599	107.956	134.966	1289.141	972.301	520.713	1482.190	1066.620	500.636	1400.246	774.263	473.161	1580.511	897.209	463.525	956.643	748.816	551.669	1081.395	557.955	506.280	789.268	613.799	564.944	894.110	453.298	526.420	1060.077	679.455	569.730	1113.656	874.895	577.154	1312.267	844.584	544.396	1692.784	1270.902	286.097	1491.415	1227.547	273.096	1781.912	1180.710	302.850	1739.014	982.406	321.241
1035.667	208.460	329.221	644.224	242.294	303.159	805.690	271.382	316.615	913.163	150.773	316.144	583.984	364.724	308.213	527.222	429.822	125.790	336.992	481.672	150.618	414.716	397.322	132.297	1032.943	1099.775	150.851	922.632	1039.577	152.662	822.260	1215.414	165.492	930.012	1277.064	161.622	1434.629	1361.222	127.407	1302.669	1506.575	175.494	1412.899	1472.900	150.357	0.000	0.000	0.000	1902.955	911.416	142.807	0.000	0.000	0.000	1257.665	490.249	113.175	0.000	0.000	0.000	1465.826	387.070	175.318	1364.320	321.702	157.284	1142.945	222.171	124.043	1332.211	157.557	160.606	1218.661	135.083	141.193	1292.429	973.335	521.707	1492.899	1060.373	501.208	1398.652	772.165	470.915	1582.574	888.773	462.505	953.086	753.636	547.948	1079.499	564.169	500.496	787.175	617.494	560.241	893.475	456.900	520.245	1057.255	684.539	565.365	1114.391	878.786	573.963	1313.289	845.205	542.917	1695.568	1270.671	291.025	1494.615	1226.353	276.389	1784.981	1181.291	307.805	1743.277	982.773	323.302
1052.209	217.525	332.960	660.246	236.167	301.004	819.982	271.765	316.436	932.112	155.075	318.620	595.141	355.616	303.777	532.675	421.577	119.010	342.832	467.374	148.416	420.682	387.225	123.679	1037.720	1103.214	150.820	925.892	1044.014	152.048	827.825	1220.682	169.524	936.176	1281.176	165.581	1436.779	1361.855	128.912	1302.307	1506.053	174.665	1413.221	1473.543	150.683	0.000	0.000	0.000	1906.844	921.560	137.784	0.000	0.000	0.000	1260.189	490.919	109.851	1363.453	557.215	127.742	1464.145	385.123	177.011	1360.627	321.458	156.597	1163.285	237.749	121.339	1355.992	183.419	156.961	1244.617	154.902	133.445	1297.789	978.470	514.182	1496.401	1059.991	501.328	1403.263	771.916	478.779	1584.596	886.952	465.839	950.869	760.240	544.296	1077.587	569.551	501.756	784.229	624.714	556.762	889.014	464.445	522.563	1053.885	691.083	564.887	1111.893	884.292	573.544	1313.379	848.989	542.616	1695.877	1274.976	299.279	1495.679	1228.065	278.347	1785.915	1186.351	317.455	1746.532	987.215	329.064
1064.047	226.282	336.887	671.495	232.738	305.265	830.036	273.303	320.639	946.039	160.101	323.234	602.681	350.598	307.738	542.148	417.814	118.974	347.028	449.137	143.764	433.480	377.919	118.583	1045.333	1108.973	156.769	932.175	1048.481	151.621	835.021	1225.813	171.437	944.049	1285.251	171.911	1433.828	1362.511	132.927	1294.575	1502.451	176.007	1406.695	1472.005	155.785	0.000	0.000	0.000	1914.543	935.869	141.958	0.000	0.000	0.000	1257.972	491.580	113.594	1370.526	558.680	134.616	1464.608	385.227	173.870	1361.087	321.375	156.666	1172.126	247.751	124.910	1365.991	198.619	158.651	1254.818	167.020	139.087	1298.715	981.940	514.820	1498.319	1061.968	503.485	1404.208	773.993	482.928	1586.170	888.195	471.003	952.049	765.753	544.404	1076.297	573.372	507.899	783.542	632.292	557.796	887.770	470.061	525.616	1053.631	695.814	566.242	1112.354	889.013	573.381	1313.569	852.221	543.592	1690.232	1282.531	302.988	1491.761	1229.786	280.149	1782.605	1196.647	322.775	1748.667	996.498	336.369
1070.274	234.672	344.815	677.728	234.494	313.427	836.046	277.496	327.622	953.181	166.806	332.462	607.043	351.328	315.013	546.558	416.585	120.713	345.779	447.102	144.086	436.697	375.476	120.069	1047.629	1106.121	154.895	935.979	1048.595	154.746	839.512	1226.480	169.789	948.589	1285.653	168.077	1427.824	1364.391	139.046	1281.655	1499.048	176.466	1395.143	1474.106	162.170	0.000	0.000	0.000	1920.410	954.470	148.719	0.000	0.000	0.000	1257.497	492.384	114.952	1366.286	556.540	129.988	1464.146	385.668	168.024	1359.588	320.165	155.213	1177.034	257.107	126.122	1371.731	210.972	157.857	1260.781	178.156	139.838	1302.787	984.182	515.736	1502.877	1062.004	505.917	1407.250	774.182	487.663	1589.565	887.341	473.589	956.265	770.512	550.184	1076.058	575.225	513.695	784.315	641.581	563.571	884.982	476.068	532.138	1057.095	698.077	571.561	1117.730	892.077	575.430	1316.424	852.850	548.671	1681.980	1291.074	309.887	1485.656	1232.238	284.874	1777.282	1208.027	328.812	1749.985	1006.513	339.683
1072.449	240.071	346.597	679.570	239.199	320.186	836.768	283.034	335.260	955.422	171.873	333.749	608.665	355.610	325.860	552.060	419.481	127.342	351.005	451.868	143.134	439.763	378.470	126.439	1049.579	1105.275	155.562	938.706	1047.895	157.641	842.479	1226.557	166.752	951.734	1285.400	162.851	1421.521	1365.046	144.399	1269.869	1495.216	177.018	1383.667	1473.929	166.984	0.000	0.000	0.000	1924.964	973.825	154.500	0.000	0.000	0.000	1251.457	494.629	122.119	1360.581	557.865	129.229	1459.688	384.736	161.602	1353.635	321.146	155.657	1176.820	273.262	122.437	1372.241	225.143	150.101	1260.297	192.983	129.727	1307.951	984.263	524.404	1508.200	1062.325	511.662	1412.257	774.462	493.697	1594.467	887.675	479.173	962.335	773.958	559.441	1078.574	576.756	522.044	788.652	647.750	575.356	886.972	480.887	542.725	1062.079	699.990	579.982	1124.284	893.663	583.393	1322.252	853.698	554.265	1674.774	1300.047	317.750	1481.233	1234.815	291.822	1772.874	1220.208	336.794	1752.552	1017.755	346.829
1075.057	247.111	353.277	681.064	244.023	338.883	837.275	289.221	349.242	957.527	178.101	344.627	609.534	359.992	344.675	553.735	422.498	132.679	350.653	452.784	140.539	443.127	379.750	127.762	1052.960	1106.663	161.666	942.444	1049.664	166.034	847.454	1229.315	171.834	957.105	1287.234	165.671	1417.325	1367.046	148.628	1261.245	1492.984	177.310	1375.716	1474.043	171.146	2101.234	873.924	179.723	1932.078	991.565	167.827	0.000	0.000	0.000	1247.491	496.352	125.600	1357.600	559.090	131.351	1456.008	384.805	158.462	1349.763	321.651	154.670	1177.909	282.620	126.086	1370.728	236.188	148.593	1258.256	202.428	130.043	1314.438	984.059	533.242	1514.874	1061.420	518.723	1416.920	774.509	500.712	1599.956	886.321	485.486	967.576	778.076	570.832	1081.175	579.442	531.974	793.003	653.927	588.088	889.070	485.558	553.996	1066.429	703.195	590.909	1132.232	896.753	591.780	1329.757	853.788	563.404	1669.515	1307.452	330.455	1478.331	1236.472	302.465	1769.781	1230.628	349.146	1756.096	1027.456	355.947
1074.710	250.278	365.472	680.664	250.291	347.344	838.070	294.062	358.976	956.673	182.642	355.014	610.037	366.774	353.913	557.113	425.532	140.373	357.142	458.147	140.009	447.602	384.750	133.855	1061.314	1111.871	176.839	949.004	1056.924	180.414	856.856	1237.936	189.776	967.259	1294.358	183.300	1412.925	1366.051	151.243	1253.116	1489.448	173.484	1368.513	1472.890	169.799	2106.891	888.890	190.729	1934.270	1006.323	177.049	0.000	0.000	0.000	1244.057	500.420	129.558	1355.473	561.498	133.924	1451.551	384.897	155.038	1345.616	323.331	152.741	1173.584	286.646	130.973	1364.447	238.061	143.223	1253.172	205.064	130.601	1320.107	984.601	542.691	1520.898	1061.178	527.404	1421.877	774.720	509.565	1605.061	885.893	493.284	972.788	783.334	580.303	1082.500	581.847	541.842	795.466	663.274	597.693	887.959	492.483	564.865	1069.926	706.263	600.895	1137.977	899.097	601.592	1334.279	854.384	571.959	1665.461	1313.518	340.932	1475.506	1237.801	312.994	1767.583	1239.066	358.998	1758.925	1035.535	364.947
1074.948	253.187	379.302	680.303	256.097	363.178	838.581	298.486	372.216	955.687	186.247	371.520	610.691	373.562	366.484	561.609	429.933	144.756	362.427	465.996	138.394	451.562	390.380	136.404	1070.646	1121.109	197.935	957.089	1068.048	197.948	868.005	1249.768	215.717	979.466	1304.501	213.009	1406.512	1360.031	150.561	1243.304	1478.551	168.834	1358.483	1466.911	164.810	2108.067	905.545	194.763	1939.699	1017.667	187.948	0.000	0.000	0.000	1243.794	508.169	131.796	1354.816	565.522	135.535	1448.759	387.162	150.989	1342.490	327.139	152.057	1188.666	301.294	133.614	1361.761	237.008	141.792	1249.112	204.256	131.918	1323.503	986.649	551.582	1523.810	1064.713	536.287	1427.294	777.187	520.055	1609.769	889.773	504.451	976.924	788.114	588.462	1084.464	585.238	551.960	798.159	670.063	605.584	888.352	498.637	574.338	1073.647	709.626	609.576	1142.450	902.230	610.897	1340.201	856.168	582.138	1659.869	1319.739	345.002	1472.932	1238.274	318.241	1764.980	1248.351	366.543	1761.766	1045.066	376.328
1075.765	256.410	383.502	680.943	259.684	371.619	839.450	301.851	379.493	956.374	189.586	376.171	611.538	377.065	377.540	565.197	434.139	148.162	365.961	469.967	134.536	455.164	394.550	136.016	1075.795	1129.468	215.910	962.931	1076.541	218.835	876.616	1257.942	244.985	988.391	1311.803	242.057	1404.738	1358.005	152.060	1239.844	1474.916	167.807	1355.717	1464.198	165.316	2114.475	916.779	210.822	1941.930	1025.174	198.472	0.000	0.000	0.000	1246.533	513.784	133.950	1356.728	570.020	138.094	1448.125	389.916	147.754	1339.218	332.154	149.506	1183.988	301.541	139.158	1357.352	237.150	142.634	1244.804	204.829	137.419	1324.915	988.791	560.513	1523.817	1070.780	544.464	1433.887	781.279	530.201	1613.693	897.972	514.693	981.298	791.039	596.619	1087.649	587.580	560.755	801.660	674.214	613.082	890.877	502.158	582.402	1077.626	711.932	618.337	1146.256	904.385	620.255	1344.347	858.183	591.944	1657.928	1325.234	349.667	1471.902	1240.439	322.318	1763.805	1256.123	372.419	1763.804	1053.032	385.625
